DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
130,Heath,2009,72809400.00 ,366.00 ,198933.00 ,3223.00 ,213
130,Heath,2010,72381900.00 ,365.00 ,198307.00 ,3367.00 ,204
130,Heath,2011,63177400.00 ,337.00 ,187470.00 ,3530.00 ,197
130,Heath,2012,62630000.00 ,337.00 ,185846.00 ,3687.00 ,192
130,Heath,2013,61836800.00 ,333.00 ,185696.00 ,3721.00 ,201
130,Heath,2014,62810200.00 ,338.00 ,185829.00 ,3553.00 ,238
130,Heath,2015,58490200.00 ,335.00 ,174598.00 ,3485.00 ,248
130,Heath,2016,60030900.00 ,340.00 ,176561.00 ,3621.00 ,248
130,Heath,2017,58452300.00 ,337.00 ,173449.00 ,3641.00 ,
131,Hingham,2009,4096404800.00 ,6128.00 ,668473.00 ,6518.00 ,36
131,Hingham,2010,4051705100.00 ,6139.00 ,659994.00 ,7108.00 ,36
131,Hingham,2011,4000363900.00 ,6136.00 ,651950.00 ,7224.00 ,37
131,Hingham,2012,3963099200.00 ,6160.00 ,643360.00 ,7650.00 ,37
131,Hingham,2013,3985833700.00 ,6159.00 ,647156.00 ,7973.00 ,31
131,Hingham,2014,4052662700.00 ,6186.00 ,655135.00 ,8228.00 ,33
131,Hingham,2015,4289113600.00 ,6192.00 ,692686.00 ,8679.00 ,31
131,Hingham,2016,4471588300.00 ,6205.00 ,720643.00 ,9001.00 ,30
131,Hingham,2017,4661710100.00 ,6216.00 ,749953.00 ,9187.00 ,
132,Hinsdale,2009,189415300.00 ,829.00 ,228486.00 ,2545.00 ,296
132,Hinsdale,2010,186618500.00 ,832.00 ,224301.00 ,2496.00 ,308
132,Hinsdale,2011,187879200.00 ,834.00 ,225275.00 ,2573.00 ,312
132,Hinsdale,2012,183878000.00 ,840.00 ,218902.00 ,2684.00 ,306
132,Hinsdale,2013,201533600.00 ,842.00 ,239351.00 ,2925.00 ,298
132,Hinsdale,2014,199113000.00 ,846.00 ,235358.00 ,3006.00 ,298
132,Hinsdale,2015,203050900.00 ,844.00 ,240582.00 ,2844.00 ,312
132,Hinsdale,2016,197911600.00 ,843.00 ,234771.00 ,3146.00 ,304
132,Hinsdale,2017,198398000.00 ,845.00 ,234791.00 ,3308.00 ,
133,Holbrook,2009,870190400.00 ,3103.00 ,280435.00 ,3943.00 ,139
133,Holbrook,2010,802690100.00 ,3116.00 ,257603.00 ,4070.00 ,139
133,Holbrook,2011,756460800.00 ,3129.00 ,241758.00 ,4197.00 ,142
133,Holbrook,2012,739362400.00 ,3141.00 ,235391.00 ,4286.00 ,146
133,Holbrook,2013,728786100.00 ,3150.00 ,231361.00 ,4190.00 ,162
133,Holbrook,2014,736114500.00 ,3155.00 ,233317.00 ,4379.00 ,160
133,Holbrook,2015,762667300.00 ,3161.00 ,241274.00 ,4604.00 ,152
133,Holbrook,2016,802444600.00 ,3162.00 ,253778.00 ,4984.00 ,142
133,Holbrook,2017,841998800.00 ,3175.00 ,265196.00 ,5543.00 ,
134,Holden,2009,1591736800.00 ,5439.00 ,292652.00 ,3992.00 ,133
134,Holden,2010,1516042400.00 ,5470.00 ,277156.00 ,4102.00 ,134
134,Holden,2011,1492858500.00 ,5513.00 ,270789.00 ,4238.00 ,136
134,Holden,2012,1479904600.00 ,5558.00 ,266266.00 ,4401.00 ,136
134,Holden,2013,1457824600.00 ,5599.00 ,260372.00 ,4523.00 ,137
134,Holden,2014,1493275800.00 ,5649.00 ,264343.00 ,4692.00 ,133
134,Holden,2015,1523917000.00 ,5727.00 ,266093.00 ,4822.00 ,139
134,Holden,2016,1627093700.00 ,5846.00 ,278326.00 ,4801.00 ,155
134,Holden,2017,1721913200.00 ,5875.00 ,293092.00 ,5155.00 ,
135,Holland,2009,310916800.00 ,1350.00 ,230309.00 ,2731.00 ,273
135,Holland,2010,286532700.00 ,1358.00 ,210996.00 ,2787.00 ,277
135,Holland,2011,265803600.00 ,1360.00 ,195444.00 ,2850.00 ,280
135,Holland,2012,262133400.00 ,1361.00 ,192604.00 ,2924.00 ,282
135,Holland,2013,263529500.00 ,1362.00 ,193487.00 ,3020.00 ,276
135,Holland,2014,264982600.00 ,1362.00 ,194554.00 ,3095.00 ,286
135,Holland,2015,264912100.00 ,1358.00 ,195075.00 ,3166.00 ,289
135,Holland,2016,275304700.00 ,1364.00 ,201836.00 ,3246.00 ,291
135,Holland,2017,267823100.00 ,1354.00 ,197801.00 ,3347.00 ,
136,Holliston,2009,1692936700.00 ,4251.00 ,398244.00 ,6157.00 ,46
136,Holliston,2010,1676076000.00 ,4249.00 ,394464.00 ,6434.00 ,43
136,Holliston,2011,1603076200.00 ,4258.00 ,376486.00 ,6754.00 ,41
136,Holliston,2012,1610787000.00 ,4267.00 ,377499.00 ,6916.00 ,44
136,Holliston,2013,1625067400.00 ,4268.00 ,380756.00 ,7090.00 ,47
136,Holliston,2014,1562055100.00 ,4301.00 ,363184.00 ,7220.00 ,47
136,Holliston,2015,1678139700.00 ,4339.00 ,386757.00 ,7495.00 ,46
136,Holliston,2016,1818462200.00 ,4370.00 ,416124.00 ,7819.00 ,45
136,Holliston,2017,1923297400.00 ,4402.00 ,436914.00 ,8092.00 ,
137,Holyoke,2009,1011510406.00 ,5296.00 ,190995.00 ,2720.00 ,276
137,Holyoke,2010,978747928.00 ,5305.00 ,184495.00 ,2764.00 ,283
137,Holyoke,2011,979854428.00 ,5304.00 ,184739.00 ,2915.00 ,273
137,Holyoke,2012,982499428.00 ,5314.00 ,184889.00 ,3115.00 ,255
137,Holyoke,2013,965001352.00 ,5317.00 ,181494.00 ,3330.00 ,246
137,Holyoke,2014,952158003.00 ,5327.00 ,178742.00 ,3403.00 ,249
137,Holyoke,2015,955882203.00 ,5330.00 ,179340.00 ,3415.00 ,255
137,Holyoke,2016,958847303.00 ,5333.00 ,179795.00 ,3438.00 ,269
137,Holyoke,2017,969621824.00 ,5328.00 ,181986.00 ,3489.00 ,
138,Hopedale,2009,503506000.00 ,1461.00 ,344631.00 ,4373.00 ,107
138,Hopedale,2010,478041060.00 ,1466.00 ,326085.00 ,4409.00 ,113
138,Hopedale,2011,444401390.00 ,1470.00 ,302314.00 ,4350.00 ,126
138,Hopedale,2012,447780090.00 ,1477.00 ,303169.00 ,4505.00 ,129
138,Hopedale,2013,437663865.00 ,1481.00 ,295519.00 ,4584.00 ,130
138,Hopedale,2014,438344100.00 ,1480.00 ,296178.00 ,4825.00 ,123
138,Hopedale,2015,440467500.00 ,1482.00 ,297212.00 ,4928.00 ,131
138,Hopedale,2016,456325400.00 ,1481.00 ,308120.00 ,5186.00 ,128
138,Hopedale,2017,463429100.00 ,1484.00 ,312284.00 ,5399.00 ,
139,Hopkinton,2009,2111553600.00 ,4227.00 ,499540.00 ,7508.00 ,28
139,Hopkinton,2010,2064233200.00 ,4232.00 ,487768.00 ,7687.00 ,26
139,Hopkinton,2011,2007943500.00 ,4250.00 ,472457.00 ,7904.00 ,26
139,Hopkinton,2012,2027459928.00 ,4277.00 ,474038.00 ,8082.00 ,26
139,Hopkinton,2013,2054992008.00 ,4296.00 ,478350.00 ,8285.00 ,29
139,Hopkinton,2014,2087594300.00 ,4310.00 ,484361.00 ,8539.00 ,29
139,Hopkinton,2015,2141985300.00 ,4330.00 ,494685.00 ,8885.00 ,29
139,Hopkinton,2016,2296804700.00 ,4369.00 ,525705.00 ,8953.00 ,32
139,Hopkinton,2017,2407236600.00 ,4388.00 ,548595.00 ,9216.00 ,
140,Hubbardston,2009,396665400.00 ,1378.00 ,287856.00 ,2738.00 ,271
140,Hubbardston,2010,354057200.00 ,1356.00 ,261104.00 ,2791.00 ,276
140,Hubbardston,2011,334924700.00 ,1368.00 ,244828.00 ,2774.00 ,293
140,Hubbardston,2012,324477200.00 ,1374.00 ,236155.00 ,2999.00 ,272
140,Hubbardston,2013,316617000.00 ,1377.00 ,229932.00 ,3136.00 ,262
140,Hubbardston,2014,312801500.00 ,1382.00 ,226340.00 ,3286.00 ,258
140,Hubbardston,2015,315565800.00 ,1391.00 ,226863.00 ,3385.00 ,260
140,Hubbardston,2016,299539410.00 ,1399.00 ,214110.00 ,3404.00 ,272
140,Hubbardston,2017,344068610.00 ,1397.00 ,246291.00 ,3751.00 ,
141,Hudson,2009,1491600000.00 ,4350.00 ,342897.00 ,3888.00 ,145
141,Hudson,2010,1371387800.00 ,4357.00 ,314755.00 ,4098.00 ,135
141,Hudson,2011,1298321300.00 ,4367.00 ,297303.00 ,4210.00 ,138
141,Hudson,2012,1264433100.00 ,4373.00 ,289145.00 ,4485.00 ,130
141,Hudson,2013,1255474100.00 ,4375.00 ,286966.00 ,4700.00 ,121
141,Hudson,2014,1220735700.00 ,4379.00 ,278770.00 ,4856.00 ,121
141,Hudson,2015,1291654000.00 ,4391.00 ,294159.00 ,5080.00 ,121
141,Hudson,2016,1385748000.00 ,4399.00 ,315014.00 ,5447.00 ,112
141,Hudson,2017,1469221800.00 ,4416.00 ,332704.00 ,5822.00 ,
142,Hull,2009,1546530300.00 ,3756.00 ,411749.00 ,4319.00 ,110
142,Hull,2010,1464722300.00 ,3753.00 ,390280.00 ,4477.00 ,108
142,Hull,2011,1394712000.00 ,3757.00 ,371230.00 ,4585.00 ,107
142,Hull,2012,1354387200.00 ,3759.00 ,360305.00 ,4706.00 ,114
142,Hull,2013,1355795600.00 ,3762.00 ,360392.00 ,4854.00 ,113
142,Hull,2014,1357048100.00 ,3755.00 ,361398.00 ,5013.00 ,114
142,Hull,2015,1387865800.00 ,3756.00 ,369506.00 ,5151.00 ,117
142,Hull,2016,1494669300.00 ,3762.00 ,397307.00 ,5356.00 ,119
142,Hull,2017,1503386500.00 ,3764.00 ,399412.00 ,5480.00 ,
143,Huntington,2009,147766500.00 ,734.00 ,201317.00 ,2651.00 ,285
143,Huntington,2010,147220900.00 ,733.00 ,200847.00 ,2830.00 ,272
143,Huntington,2011,147825400.00 ,737.00 ,200577.00 ,2940.00 ,267
143,Huntington,2012,148849800.00 ,740.00 ,201148.00 ,3041.00 ,265
143,Huntington,2013,141359900.00 ,737.00 ,191804.00 ,3140.00 ,261
143,Huntington,2014,141442500.00 ,737.00 ,191917.00 ,3272.00 ,262
143,Huntington,2015,141881138.00 ,739.00 ,191991.00 ,3306.00 ,269
143,Huntington,2016,141432800.00 ,739.00 ,191384.00 ,3541.00 ,255
143,Huntington,2017,143425000.00 ,746.00 ,192259.00 ,3470.00 ,
144,Ipswich,2009,1833845560.00 ,3739.00 ,490464.00 ,5071.00 ,72
144,Ipswich,2010,1707822840.00 ,3743.00 ,456271.00 ,5265.00 ,68
144,Ipswich,2011,1673614730.00 ,3749.00 ,446416.00 ,5357.00 ,72
144,Ipswich,2012,1629265570.00 ,3752.00 ,434239.00 ,5545.00 ,74
144,Ipswich,2013,1610198710.00 ,3759.00 ,428358.00 ,5697.00 ,75
144,Ipswich,2014,1584980900.00 ,3595.00 ,440885.00 ,5921.00 ,72
144,Ipswich,2015,1646023800.00 ,3599.00 ,457356.00 ,6179.00 ,73
144,Ipswich,2016,1662029200.00 ,3601.00 ,461547.00 ,6854.00 ,62
144,Ipswich,2017,1797473200.00 ,3610.00 ,497915.00 ,7065.00 ,
145,Kingston,2009,1382502100.00 ,3678.00 ,375884.00 ,4699.00 ,90
145,Kingston,2010,1322719200.00 ,3680.00 ,359435.00 ,4867.00 ,90
145,Kingston,2011,1273832700.00 ,3720.00 ,342428.00 ,5017.00 ,88
145,Kingston,2012,1245996100.00 ,3733.00 ,333779.00 ,5117.00 ,92
145,Kingston,2013,1224805900.00 ,3747.00 ,326876.00 ,5364.00 ,90
145,Kingston,2014,1230027500.00 ,3778.00 ,325576.00 ,5431.00 ,92
145,Kingston,2015,1260382300.00 ,3835.00 ,328652.00 ,5567.00 ,96
145,Kingston,2016,1291398000.00 ,3891.00 ,331894.00 ,5845.00 ,95
145,Kingston,2017,1431938600.00 ,3939.00 ,363528.00 ,5998.00 ,
146,Lakeville,2009,1293619300.00 ,3719.00 ,347841.00 ,3245.00 ,210
146,Lakeville,2010,1209646900.00 ,3733.00 ,324041.00 ,3312.00 ,217
146,Lakeville,2011,1146748300.00 ,3741.00 ,306535.00 ,3433.00 ,216
146,Lakeville,2012,1113887500.00 ,3756.00 ,296562.00 ,3514.00 ,222
146,Lakeville,2013,1099371100.00 ,3784.00 ,290531.00 ,3637.00 ,220
146,Lakeville,2014,1066006400.00 ,3796.00 ,280824.00 ,3988.00 ,188
146,Lakeville,2015,1107989100.00 ,3808.00 ,290964.00 ,4146.00 ,188
146,Lakeville,2016,1165345400.00 ,3834.00 ,303950.00 ,4295.00 ,187
146,Lakeville,2017,1242458200.00 ,3813.00 ,325848.00 ,4516.00 ,
147,Lancaster,2009,633268300.00 ,1975.00 ,320642.00 ,4758.00 ,86
147,Lancaster,2010,613190600.00 ,1981.00 ,309536.00 ,4974.00 ,86
147,Lancaster,2011,597074400.00 ,1997.00 ,298986.00 ,5122.00 ,85
147,Lancaster,2012,585246300.00 ,2007.00 ,291603.00 ,5231.00 ,86
147,Lancaster,2013,546453200.00 ,2022.00 ,270254.00 ,5156.00 ,97
147,Lancaster,2014,572323600.00 ,2038.00 ,280826.00 ,5310.00 ,95
147,Lancaster,2015,597583000.00 ,2050.00 ,291504.00 ,5469.00 ,100
147,Lancaster,2016,606517700.00 ,2048.00 ,296151.00 ,5790.00 ,96
147,Lancaster,2017,626863500.00 ,2053.00 ,305340.00 ,6043.00 ,
148,Lanesborough,2009,266307800.00 ,1200.00 ,221923.00 ,3231.00 ,212
148,Lanesborough,2010,255073300.00 ,1197.00 ,213094.00 ,3473.00 ,192
148,Lanesborough,2011,262592900.00 ,1202.00 ,218463.00 ,3635.00 ,186
148,Lanesborough,2012,258953500.00 ,1204.00 ,215078.00 ,3674.00 ,193
148,Lanesborough,2013,258870100.00 ,1207.00 ,214474.00 ,3876.00 ,188
148,Lanesborough,2014,258400400.00 ,1213.00 ,213026.00 ,3945.00 ,196
148,Lanesborough,2015,263347800.00 ,1214.00 ,216926.00 ,4117.00 ,191
148,Lanesborough,2016,262714700.00 ,1212.00 ,216761.00 ,4196.00 ,200
148,Lanesborough,2017,264939400.00 ,1216.00 ,217878.00 ,4551.00 ,
149,Lawrence,2009,902548500.00 ,4257.00 ,212015.00 ,2269.00 ,313
149,Lawrence,2010,805496100.00 ,4265.00 ,188862.00 ,2374.00 ,312
149,Lawrence,2011,760054400.00 ,4264.00 ,178249.00 ,2397.00 ,316
149,Lawrence,2012,753497400.00 ,4261.00 ,176836.00 ,2527.00 ,314
149,Lawrence,2013,713528400.00 ,4253.00 ,167771.00 ,2530.00 ,313
149,Lawrence,2014,715598200.00 ,4254.00 ,168218.00 ,2626.00 ,314
149,Lawrence,2015,757741320.00 ,4263.00 ,177748.00 ,2688.00 ,316
149,Lawrence,2016,766625420.00 ,4258.00 ,180044.00 ,2792.00 ,316
149,Lawrence,2017,819913420.00 ,4268.00 ,192107.00 ,2947.00 ,
150,Lee,2009,453881000.00 ,1807.00 ,251179.00 ,3057.00 ,240
150,Lee,2010,458383700.00 ,1812.00 ,252971.00 ,3190.00 ,231
150,Lee,2011,461241400.00 ,1811.00 ,254689.00 ,3326.00 ,231
150,Lee,2012,447468200.00 ,1815.00 ,246539.00 ,3370.00 ,237
150,Lee,2013,446640300.00 ,1816.00 ,245947.00 ,3465.00 ,238
150,Lee,2014,445562700.00 ,1817.00 ,245219.00 ,3470.00 ,244
150,Lee,2015,454304600.00 ,1806.00 ,251553.00 ,3542.00 ,245
150,Lee,2016,457009800.00 ,1810.00 ,252492.00 ,3676.00 ,243
150,Lee,2017,463305600.00 ,1819.00 ,254703.00 ,3749.00 ,
151,Leicester,2009,800752300.00 ,3096.00 ,258641.00 ,2690.00 ,278
151,Leicester,2010,721995400.00 ,3107.00 ,232377.00 ,2726.00 ,285
151,Leicester,2011,704067500.00 ,3122.00 ,225518.00 ,2805.00 ,287
151,Leicester,2012,689471700.00 ,3128.00 ,220419.00 ,2905.00 ,285
151,Leicester,2013,688030200.00 ,3135.00 ,219467.00 ,2989.00 ,284
151,Leicester,2014,665450600.00 ,3147.00 ,211456.00 ,3072.00 ,292
151,Leicester,2015,669255500.00 ,3154.00 ,212193.00 ,3085.00 ,296
151,Leicester,2016,671790200.00 ,3157.00 ,212794.00 ,3171.00 ,299
151,Leicester,2017,682973300.00 ,3160.00 ,216131.00 ,3346.00 ,
152,Lenox,2009,701644890.00 ,1597.00 ,439352.00 ,3989.00 ,134
152,Lenox,2010,655328750.00 ,1596.00 ,410607.00 ,4073.00 ,138
152,Lenox,2011,636821400.00 ,1591.00 ,400265.00 ,4199.00 ,141
152,Lenox,2012,621335000.00 ,1594.00 ,389796.00 ,4354.00 ,139
152,Lenox,2013,618094700.00 ,1592.00 ,388250.00 ,4496.00 ,138
152,Lenox,2014,599888300.00 ,1595.00 ,376106.00 ,4540.00 ,147
152,Lenox,2015,593868200.00 ,1596.00 ,372098.00 ,4588.00 ,155
152,Lenox,2016,617917600.00 ,1601.00 ,385957.00 ,4693.00 ,162
152,Lenox,2017,633307200.00 ,1600.00 ,395817.00 ,4833.00 ,
153,Leominster,2009,2123015400.00 ,7967.00 ,266476.00 ,3206.00 ,215
153,Leominster,2010,1903236400.00 ,7981.00 ,238471.00 ,3296.00 ,220
153,Leominster,2011,1804155700.00 ,7996.00 ,225632.00 ,3477.00 ,205
153,Leominster,2012,1747017100.00 ,8024.00 ,217724.00 ,3640.00 ,200
153,Leominster,2013,1693391400.00 ,8065.00 ,209968.00 ,3771.00 ,196
153,Leominster,2014,1696961500.00 ,8092.00 ,209709.00 ,3961.00 ,192
153,Leominster,2015,1735884900.00 ,8109.00 ,214069.00 ,4161.00 ,185
153,Leominster,2016,1828256100.00 ,8152.00 ,224271.00 ,4391.00 ,182
153,Leominster,2017,1892524000.00 ,8180.00 ,231360.00 ,4565.00 ,
154,Leverett,2009,202643200.00 ,638.00 ,317623.00 ,4891.00 ,78
154,Leverett,2010,204380000.00 ,640.00 ,319344.00 ,5046.00 ,76
154,Leverett,2011,205707400.00 ,640.00 ,321418.00 ,5207.00 ,81
154,Leverett,2012,194711900.00 ,644.00 ,302348.00 ,5373.00 ,82
154,Leverett,2013,195202100.00 ,647.00 ,301703.00 ,5630.00 ,78
154,Leverett,2014,196291600.00 ,649.00 ,302452.00 ,5807.00 ,79
154,Leverett,2015,198003100.00 ,651.00 ,304152.00 ,6047.00 ,76
154,Leverett,2016,198972600.00 ,652.00 ,305173.00 ,6229.00 ,78
154,Leverett,2017,198771600.00 ,651.00 ,305333.00 ,6397.00 ,
155,Lexington,2009,6274760000.00 ,8934.00 ,702346.00 ,9109.00 ,11
155,Lexington,2010,6184505000.00 ,8944.00 ,691470.00 ,9584.00 ,11
155,Lexington,2011,6234563000.00 ,8949.00 ,696677.00 ,10032.00 ,10
155,Lexington,2012,6251243000.00 ,8963.00 ,697450.00 ,10441.00 ,10
155,Lexington,2013,6441950000.00 ,8978.00 ,717526.00 ,10906.00 ,9
155,Lexington,2014,6658875000.00 ,8996.00 ,740204.00 ,11481.00 ,9
155,Lexington,2015,7385759000.00 ,9003.00 ,820366.00 ,12191.00 ,8
155,Lexington,2016,8008381000.00 ,9025.00 ,887355.00 ,12955.00 ,8
155,Lexington,2017,8415786000.00 ,9029.00 ,932084.00 ,13506.00 ,
156,Leyden,2009,57279100.00 ,252.00 ,227298.00 ,3728.00 ,158
156,Leyden,2010,57837800.00 ,254.00 ,227708.00 ,3780.00 ,164
156,Leyden,2011,56782600.00 ,255.00 ,222677.00 ,3659.00 ,183
156,Leyden,2012,58030100.00 ,257.00 ,225798.00 ,3766.00 ,182
156,Leyden,2013,58505900.00 ,256.00 ,228539.00 ,3723.00 ,199
156,Leyden,2014,56978300.00 ,257.00 ,221705.00 ,3736.00 ,217
156,Leyden,2015,55967100.00 ,254.00 ,220343.00 ,3783.00 ,226
156,Leyden,2016,55503600.00 ,252.00 ,220252.00 ,3890.00 ,231
156,Leyden,2017,56990400.00 ,249.00 ,228877.00 ,3909.00 ,
157,Lincoln,2009,1600094100.00 ,1510.00 ,1059665.00 ,11466.00 ,3
157,Lincoln,2010,1532066500.00 ,1504.00 ,1018661.00 ,11684.00 ,4
157,Lincoln,2011,1506960700.00 ,1506.00 ,1000638.00 ,12378.00 ,3
157,Lincoln,2012,1454699400.00 ,1508.00 ,964655.00 ,13322.00 ,3
157,Lincoln,2013,1406472900.00 ,1510.00 ,931439.00 ,13254.00 ,3
157,Lincoln,2014,1440999600.00 ,1511.00 ,953673.00 ,13742.00 ,3
157,Lincoln,2015,1538219200.00 ,1515.00 ,1015326.00 ,14367.00 ,3
157,Lincoln,2016,1632248300.00 ,1519.00 ,1074555.00 ,15033.00 ,3
157,Lincoln,2017,1687019600.00 ,1522.00 ,1108423.00 ,15185.00 ,
158,Littleton,2009,1076020900.00 ,2801.00 ,384156.00 ,5321.00 ,60
158,Littleton,2010,1039270500.00 ,2808.00 ,370111.00 ,5415.00 ,61
158,Littleton,2011,1039778100.00 ,2818.00 ,368977.00 ,5656.00 ,61
158,Littleton,2012,1047757000.00 ,2827.00 ,370625.00 ,5960.00 ,58
158,Littleton,2013,1039877900.00 ,2838.00 ,366412.00 ,6222.00 ,57
158,Littleton,2014,1051858100.00 ,2863.00 ,367397.00 ,6396.00 ,59
158,Littleton,2015,1066173700.00 ,2870.00 ,371489.00 ,6724.00 ,55
158,Littleton,2016,1145760000.00 ,2896.00 ,395635.00 ,6999.00 ,55
158,Littleton,2017,1172168700.00 ,2919.00 ,401565.00 ,7288.00 ,
159,Longmeadow,2009,1982158900.00 ,5436.00 ,364636.00 ,6239.00 ,41
159,Longmeadow,2010,1902332300.00 ,5439.00 ,349758.00 ,6394.00 ,44
159,Longmeadow,2011,1910957800.00 ,5442.00 ,351150.00 ,6584.00 ,44
159,Longmeadow,2012,1919626100.00 ,5444.00 ,352613.00 ,6939.00 ,42
159,Longmeadow,2013,1858990500.00 ,5439.00 ,341789.00 ,7362.00 ,41
159,Longmeadow,2014,1776065100.00 ,5440.00 ,326483.00 ,7558.00 ,40
159,Longmeadow,2015,1777488900.00 ,5440.00 ,326744.00 ,7718.00 ,41
159,Longmeadow,2016,1784477100.00 ,5443.00 ,327848.00 ,7977.00 ,41
159,Longmeadow,2017,1903074800.00 ,5444.00 ,349573.00 ,8243.00 ,
160,Lowell,2009,2957462500.00 ,11748.00 ,251742.00 ,2940.00 ,250
160,Lowell,2010,2723084700.00 ,11762.00 ,231515.00 ,3072.00 ,248
160,Lowell,2011,2645977200.00 ,11780.00 ,224616.00 ,3205.00 ,242
160,Lowell,2012,2583893000.00 ,11793.00 ,219104.00 ,3236.00 ,246
160,Lowell,2013,2574185600.00 ,11806.00 ,218040.00 ,3273.00 ,249
160,Lowell,2014,2554588300.00 ,11817.00 ,216179.00 ,3273.00 ,260
160,Lowell,2015,2659585200.00 ,11830.00 ,224817.00 ,3480.00 ,249
160,Lowell,2016,2811879000.00 ,11846.00 ,237369.00 ,3599.00 ,251
160,Lowell,2017,3011601375.00 ,11861.00 ,253908.00 ,3788.00 ,
161,Ludlow,2009,1353864010.00 ,5855.00 ,231232.00 ,3302.00 ,199
161,Ludlow,2010,1283551670.00 ,5875.00 ,218477.00 ,3238.00 ,225
161,Ludlow,2011,1261446200.00 ,5855.00 ,215448.00 ,3383.00 ,224
161,Ludlow,2012,1247940500.00 ,5865.00 ,212778.00 ,3613.00 ,203
161,Ludlow,2013,1231663400.00 ,5870.00 ,209823.00 ,3603.00 ,224
161,Ludlow,2014,1243389700.00 ,5904.00 ,210601.00 ,3627.00 ,232
161,Ludlow,2015,1264380700.00 ,5932.00 ,213146.00 ,3685.00 ,237
161,Ludlow,2016,1286750900.00 ,5953.00 ,216152.00 ,3919.00 ,227
161,Ludlow,2017,1310352800.00 ,5970.00 ,219490.00 ,4067.00 ,
162,Lunenburg,2009,1019332200.00 ,3413.00 ,298662.00 ,3895.00 ,144
162,Lunenburg,2010,960671400.00 ,3418.00 ,281062.00 ,3991.00 ,147
162,Lunenburg,2011,859772100.00 ,3419.00 ,251469.00 ,4064.00 ,150
162,Lunenburg,2012,849778800.00 ,3426.00 ,248038.00 ,4174.00 ,155
162,Lunenburg,2013,850613600.00 ,3433.00 ,247776.00 ,4287.00 ,156
162,Lunenburg,2014,844812100.00 ,3443.00 ,245371.00 ,4414.00 ,155
162,Lunenburg,2015,850142600.00 ,3451.00 ,246347.00 ,4513.00 ,161
162,Lunenburg,2016,892195400.00 ,3472.00 ,256969.00 ,5039.00 ,138
162,Lunenburg,2017,931301300.00 ,3486.00 ,267155.00 ,5338.00 ,
163,Lynn,2009,2973175000.00 ,11415.00 ,260462.00 ,3318.00 ,195
163,Lynn,2010,2551304700.00 ,11433.00 ,223153.00 ,3466.00 ,193
163,Lynn,2011,2565245500.00 ,11458.00 ,223882.00 ,3631.00 ,187
163,Lynn,2012,2587078900.00 ,11477.00 ,225414.00 ,3670.00 ,194
163,Lynn,2013,2484978400.00 ,11524.00 ,215635.00 ,3651.00 ,216
163,Lynn,2014,2514540600.00 ,11538.00 ,217936.00 ,3733.00 ,219
163,Lynn,2015,2709951600.00 ,11553.00 ,234567.00 ,3929.00 ,212
163,Lynn,2016,2933532600.00 ,11564.00 ,253678.00 ,4105.00 ,207
163,Lynn,2017,3167076100.00 ,11574.00 ,273637.00 ,4269.00 ,
164,Lynnfield,2009,2167894700.00 ,3794.00 ,571401.00 ,6411.00 ,39
164,Lynnfield,2010,2046049550.00 ,3798.00 ,538718.00 ,6917.00 ,38
164,Lynnfield,2011,2008176475.00 ,3809.00 ,527219.00 ,7112.00 ,39
164,Lynnfield,2012,1973376275.00 ,3813.00 ,517539.00 ,7380.00 ,38
164,Lynnfield,2013,1950466575.00 ,3817.00 ,510995.00 ,7573.00 ,38
164,Lynnfield,2014,2021581175.00 ,3823.00 ,528794.00 ,7810.00 ,38
164,Lynnfield,2015,2122890575.00 ,3835.00 ,553557.00 ,8021.00 ,39
164,Lynnfield,2016,2179356775.00 ,3845.00 ,566803.00 ,8219.00 ,39
164,Lynnfield,2017,2381240750.00 ,3849.00 ,618665.00 ,8525.00 ,
165,Malden,2009,,,,,
165,Malden,2010,,,,,
165,Malden,2011,,,,,
165,Malden,2012,,,,,
165,Malden,2013,,,,,
165,Malden,2014,,,,,
165,Malden,2015,,,,,
165,Malden,2016,,,,,
165,Malden,2017,,,,,
166,Manchester By The Sea,2009,1634083400.00 ,1540.00 ,1061093.00 ,8754.00 ,14
166,Manchester By The Sea,2010,1714338700.00 ,1541.00 ,1112485.00 ,9056.00 ,14
166,Manchester By The Sea,2011,1609520400.00 ,1544.00 ,1042435.00 ,9424.00 ,13
166,Manchester By The Sea,2012,1553242900.00 ,1551.00 ,1001446.00 ,10125.00 ,12
166,Manchester By The Sea,2013,1558846300.00 ,1557.00 ,1001186.00 ,10522.00 ,11
166,Manchester By The Sea,2014,1611450900.00 ,1565.00 ,1029681.00 ,10760.00 ,12
166,Manchester By The Sea,2015,1620248300.00 ,1577.00 ,1027424.00 ,11137.00 ,11
166,Manchester By The Sea,2016,1690187200.00 ,1591.00 ,1062343.00 ,11760.00 ,10
166,Manchester By The Sea,2017,1769042200.00 ,1594.00 ,1109813.00 ,12208.00 ,
167,Mansfield,2009,2138873500.00 ,5298.00 ,403713.00 ,4849.00 ,82
167,Mansfield,2010,1984199800.00 ,5298.00 ,374519.00 ,4992.00 ,82
167,Mansfield,2011,1918426600.00 ,5304.00 ,361694.00 ,5176.00 ,83
167,Mansfield,2012,1917875300.00 ,5307.00 ,361386.00 ,5164.00 ,89
167,Mansfield,2013,1916810700.00 ,5315.00 ,360642.00 ,5370.00 ,89
