DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
172,Mashpee,2012,3073962400.00 ,6825.00 ,450397.00 ,3833.00 ,179
172,Mashpee,2013,3048363000.00 ,6832.00 ,446189.00 ,4056.00 ,174
172,Mashpee,2014,3048672500.00 ,6847.00 ,445257.00 ,4096.00 ,180
172,Mashpee,2015,3165518300.00 ,6867.00 ,460975.00 ,4199.00 ,180
172,Mashpee,2016,3224136800.00 ,6887.00 ,468148.00 ,4251.00 ,192
172,Mashpee,2017,3367214100.00 ,6929.00 ,485960.00 ,4413.00 ,
173,Mattapoisett,2009,1437853000.00 ,2832.00 ,507716.00 ,4813.00 ,85
173,Mattapoisett,2010,1360792600.00 ,2842.00 ,478815.00 ,4951.00 ,87
173,Mattapoisett,2011,1287235900.00 ,2852.00 ,451345.00 ,5082.00 ,86
173,Mattapoisett,2012,1263662200.00 ,2855.00 ,442614.00 ,5245.00 ,84
173,Mattapoisett,2013,1257063000.00 ,2857.00 ,439994.00 ,5403.00 ,86
173,Mattapoisett,2014,1253049000.00 ,2869.00 ,436755.00 ,5556.00 ,87
173,Mattapoisett,2015,1260695800.00 ,2866.00 ,439880.00 ,5718.00 ,87
173,Mattapoisett,2016,1284206700.00 ,2882.00 ,445596.00 ,5882.00 ,93
173,Mattapoisett,2017,1351389900.00 ,2896.00 ,466640.00 ,6099.00 ,
174,Maynard,2009,884579500.00 ,2622.00 ,337368.00 ,4895.00 ,76
174,Maynard,2010,841663800.00 ,2627.00 ,320390.00 ,5171.00 ,73
174,Maynard,2011,830649100.00 ,2635.00 ,315237.00 ,5517.00 ,64
174,Maynard,2012,823517500.00 ,2642.00 ,311702.00 ,5751.00 ,66
174,Maynard,2013,803926800.00 ,2644.00 ,304057.00 ,6096.00 ,61
174,Maynard,2014,763742700.00 ,2654.00 ,287770.00 ,6414.00 ,57
174,Maynard,2015,796732900.00 ,2661.00 ,299411.00 ,6680.00 ,58
174,Maynard,2016,872832200.00 ,2665.00 ,327517.00 ,6960.00 ,58
174,Maynard,2017,874863800.00 ,2671.00 ,327542.00 ,7209.00 ,
175,Medfield,2009,2024351500.00 ,3480.00 ,581710.00 ,8057.00 ,19
175,Medfield,2010,2015593400.00 ,3485.00 ,578363.00 ,8236.00 ,22
175,Medfield,2011,1967485200.00 ,3486.00 ,564396.00 ,8477.00 ,22
175,Medfield,2012,1957042200.00 ,3494.00 ,560115.00 ,8811.00 ,22
175,Medfield,2013,1968934100.00 ,3496.00 ,563196.00 ,8859.00 ,22
175,Medfield,2014,1994795400.00 ,3502.00 ,569616.00 ,9182.00 ,21
175,Medfield,2015,2090690700.00 ,3510.00 ,595638.00 ,9554.00 ,21
175,Medfield,2016,2165785300.00 ,3519.00 ,615455.00 ,10309.00 ,18
175,Medfield,2017,2196147000.00 ,3523.00 ,623374.00 ,10529.00 ,
176,Medford,2009,2918914500.00 ,7837.00 ,372453.00 ,3754.00 ,155
176,Medford,2010,2807837500.00 ,7843.00 ,358006.00 ,3931.00 ,150
176,Medford,2011,2718316100.00 ,7844.00 ,346547.00 ,4023.00 ,151
176,Medford,2012,2728570100.00 ,7854.00 ,347412.00 ,4179.00 ,154
176,Medford,2013,2739606700.00 ,7861.00 ,348506.00 ,4308.00 ,152
176,Medford,2014,2879704500.00 ,7861.00 ,366328.00 ,4488.00 ,151
176,Medford,2015,3104502600.00 ,7870.00 ,394473.00 ,4615.00 ,151
176,Medford,2016,3340066800.00 ,7874.00 ,424189.00 ,4747.00 ,159
176,Medford,2017,3748743900.00 ,7877.00 ,475910.00 ,5026.00 ,
177,Medway,2009,1369825620.00 ,3613.00 ,379138.00 ,5733.00 ,53
177,Medway,2010,1308793470.00 ,3613.00 ,362246.00 ,5901.00 ,52
177,Medway,2011,1267728179.00 ,3618.00 ,350395.00 ,5992.00 ,52
177,Medway,2012,1265266251.00 ,3623.00 ,349232.00 ,6105.00 ,56
177,Medway,2013,1238434312.00 ,3628.00 ,341355.00 ,6336.00 ,55
177,Medway,2014,1247289912.00 ,3638.00 ,342850.00 ,6459.00 ,55
177,Medway,2015,1324943400.00 ,3656.00 ,362402.00 ,6610.00 ,60
177,Medway,2016,1380389800.00 ,3663.00 ,376847.00 ,6825.00 ,64
177,Medway,2017,1436868500.00 ,3667.00 ,391838.00 ,7022.00 ,
178,Melrose,2009,2549277445.00 ,6294.00 ,405033.00 ,4601.00 ,94
178,Melrose,2010,2490363145.00 ,6301.00 ,395233.00 ,4770.00 ,93
178,Melrose,2011,2509116355.00 ,6309.00 ,397704.00 ,4955.00 ,92
178,Melrose,2012,2522739555.00 ,6320.00 ,399168.00 ,5093.00 ,95
178,Melrose,2013,2531791355.00 ,6329.00 ,400030.00 ,5212.00 ,96
178,Melrose,2014,2570394155.00 ,6341.00 ,405361.00 ,5383.00 ,94
178,Melrose,2015,2715730655.00 ,6343.00 ,428146.00 ,5549.00 ,98
178,Melrose,2016,2957624255.00 ,6347.00 ,465988.00 ,5746.00 ,101
178,Melrose,2017,3181956375.00 ,6354.00 ,500780.00 ,5909.00 ,
179,Mendon,2009,713752380.00 ,1809.00 ,394556.00 ,4601.00 ,95
179,Mendon,2010,674723330.00 ,1815.00 ,371748.00 ,4636.00 ,99
179,Mendon,2011,641511100.00 ,1800.00 ,356395.00 ,4872.00 ,95
179,Mendon,2012,638322300.00 ,1801.00 ,354427.00 ,5111.00 ,93
179,Mendon,2013,624096600.00 ,1806.00 ,345568.00 ,5260.00 ,92
179,Mendon,2014,610434200.00 ,1815.00 ,336327.00 ,5388.00 ,93
179,Mendon,2015,642079500.00 ,1829.00 ,351055.00 ,5620.00 ,93
179,Mendon,2016,673471800.00 ,1852.00 ,363646.00 ,6273.00 ,76
179,Mendon,2017,676421600.00 ,1861.00 ,363472.00 ,6452.00 ,
180,Merrimac,2009,572042200.00 ,1574.00 ,363432.00 ,4310.00 ,111
180,Merrimac,2010,554356300.00 ,1575.00 ,351972.00 ,4604.00 ,102
180,Merrimac,2011,530570000.00 ,1584.00 ,334956.00 ,4686.00 ,104
180,Merrimac,2012,497044100.00 ,1588.00 ,313000.00 ,4770.00 ,110
180,Merrimac,2013,506771400.00 ,1596.00 ,317526.00 ,4906.00 ,110
180,Merrimac,2014,512115400.00 ,1600.00 ,320072.00 ,5086.00 ,111
180,Merrimac,2015,520207100.00 ,1605.00 ,324117.00 ,5267.00 ,109
180,Merrimac,2016,546636500.00 ,1613.00 ,338894.00 ,5477.00 ,110
180,Merrimac,2017,565070600.00 ,1621.00 ,348594.00 ,5696.00 ,
181,Methuen,2009,3183511595.00 ,10595.00 ,300473.00 ,3248.00 ,209
181,Methuen,2010,2990029730.00 ,10628.00 ,281335.00 ,3337.00 ,211
181,Methuen,2011,2831515430.00 ,10661.00 ,265596.00 ,3370.00 ,226
181,Methuen,2012,2865172570.00 ,10664.00 ,268677.00 ,3504.00 ,224
181,Methuen,2013,2716824440.00 ,10689.00 ,254170.00 ,3660.00 ,213
181,Methuen,2014,2736711970.00 ,10706.00 ,255624.00 ,3796.00 ,206
181,Methuen,2015,2905237445.00 ,10726.00 ,270859.00 ,3955.00 ,208
181,Methuen,2016,2991249620.00 ,10737.00 ,278593.00 ,4126.00 ,206
181,Methuen,2017,3138336815.00 ,10745.00 ,292074.00 ,4279.00 ,
182,Middleborough,2009,1662398590.00 ,5373.00 ,309399.00 ,3382.00 ,187
182,Middleborough,2010,1584582880.00 ,5376.00 ,294751.00 ,3487.00 ,188
182,Middleborough,2011,1497466115.00 ,5413.00 ,276643.00 ,3610.00 ,190
182,Middleborough,2012,1452480885.00 ,5365.00 ,270733.00 ,3720.00 ,189
182,Middleborough,2013,1389682650.00 ,5381.00 ,258257.00 ,3845.00 ,190
182,Middleborough,2014,1376334985.00 ,5406.00 ,254594.00 ,3972.00 ,189
182,Middleborough,2015,1433755470.00 ,5483.00 ,261491.00 ,4126.00 ,190
182,Middleborough,2016,1454423000.00 ,5425.00 ,268096.00 ,4268.00 ,190
182,Middleborough,2017,1520300100.00 ,5451.00 ,278903.00 ,4398.00 ,
183,Middlefield,2009,37272500.00 ,195.00 ,191141.00 ,2980.00 ,246
183,Middlefield,2010,36454700.00 ,192.00 ,189868.00 ,3139.00 ,238
183,Middlefield,2011,37321700.00 ,193.00 ,193377.00 ,2924.00 ,271
183,Middlefield,2012,37834800.00 ,197.00 ,192055.00 ,3031.00 ,268
183,Middlefield,2013,36909600.00 ,195.00 ,189280.00 ,3055.00 ,273
183,Middlefield,2014,37092900.00 ,193.00 ,192191.00 ,3348.00 ,250
183,Middlefield,2015,36838500.00 ,193.00 ,190873.00 ,3329.00 ,264
183,Middlefield,2016,36365200.00 ,192.00 ,189402.00 ,3381.00 ,275
183,Middlefield,2017,36532900.00 ,190.00 ,192278.00 ,3390.00 ,
184,Middleton,2009,991316600.00 ,1934.00 ,512573.00 ,5633.00 ,54
184,Middleton,2010,932230800.00 ,1946.00 ,479050.00 ,5672.00 ,58
184,Middleton,2011,952586500.00 ,1949.00 ,488757.00 ,5948.00 ,56
184,Middleton,2012,944580300.00 ,1962.00 ,481437.00 ,6167.00 ,54
184,Middleton,2013,939391200.00 ,1973.00 ,476123.00 ,6471.00 ,53
184,Middleton,2014,966055500.00 ,1994.00 ,484481.00 ,6734.00 ,51
184,Middleton,2015,1017513500.00 ,2011.00 ,505974.00 ,6972.00 ,51
184,Middleton,2016,1075006100.00 ,2040.00 ,526964.00 ,7320.00 ,51
184,Middleton,2017,1132670200.00 ,2060.00 ,549840.00 ,7670.00 ,
185,Milford,2009,1812896400.00 ,5748.00 ,315396.00 ,3952.00 ,136
185,Milford,2010,1722780700.00 ,5755.00 ,299354.00 ,4215.00 ,127
185,Milford,2011,1606867400.00 ,5773.00 ,278342.00 ,4236.00 ,137
185,Milford,2012,1544363500.00 ,5777.00 ,267330.00 ,4323.00 ,142
185,Milford,2013,1519745300.00 ,5782.00 ,262841.00 ,4455.00 ,143
185,Milford,2014,1469318400.00 ,5790.00 ,253768.00 ,4489.00 ,150
185,Milford,2015,1538419500.00 ,5804.00 ,265062.00 ,4652.00 ,150
185,Milford,2016,1602934500.00 ,5813.00 ,275750.00 ,4737.00 ,160
185,Milford,2017,1685142500.00 ,5818.00 ,289643.00 ,4863.00 ,
186,Millbury,2009,910147600.00 ,3414.00 ,266593.00 ,3124.00 ,229
186,Millbury,2010,830135600.00 ,3419.00 ,242801.00 ,3268.00 ,223
186,Millbury,2011,780280300.00 ,3420.00 ,228152.00 ,3320.00 ,232
186,Millbury,2012,750200400.00 ,3425.00 ,219037.00 ,3378.00 ,236
186,Millbury,2013,728223300.00 ,3434.00 ,212063.00 ,3495.00 ,234
186,Millbury,2014,730469400.00 ,3437.00 ,212531.00 ,3634.00 ,231
186,Millbury,2015,804960500.00 ,3444.00 ,233728.00 ,3847.00 ,219
186,Millbury,2016,817000900.00 ,3453.00 ,236606.00 ,3895.00 ,229
186,Millbury,2017,860197600.00 ,3467.00 ,248110.00 ,4076.00 ,
187,Millis,2009,804727800.00 ,2120.00 ,379589.00 ,5098.00 ,70
187,Millis,2010,775021900.00 ,2123.00 ,365060.00 ,4979.00 ,84
187,Millis,2011,719350200.00 ,2123.00 ,338837.00 ,5221.00 ,80
187,Millis,2012,719345300.00 ,2132.00 ,337404.00 ,5226.00 ,87
187,Millis,2013,723849700.00 ,2135.00 ,339040.00 ,5540.00 ,82
187,Millis,2014,728165200.00 ,2141.00 ,340105.00 ,5802.00 ,81
187,Millis,2015,761538000.00 ,2148.00 ,354534.00 ,6027.00 ,77
187,Millis,2016,772791400.00 ,2164.00 ,357112.00 ,6228.00 ,79
187,Millis,2017,780546100.00 ,2169.00 ,359864.00 ,6629.00 ,
188,Millville,2009,242383500.00 ,805.00 ,301098.00 ,3436.00 ,183
188,Millville,2010,243108700.00 ,808.00 ,300877.00 ,3547.00 ,183
188,Millville,2011,223313600.00 ,807.00 ,276721.00 ,3489.00 ,202
188,Millville,2012,222285500.00 ,811.00 ,274088.00 ,3610.00 ,205
188,Millville,2013,205468000.00 ,815.00 ,252108.00 ,3809.00 ,193
188,Millville,2014,186745100.00 ,814.00 ,229417.00 ,3941.00 ,197
188,Millville,2015,192654300.00 ,817.00 ,235807.00 ,4065.00 ,198
188,Millville,2016,208441200.00 ,824.00 ,252963.00 ,4278.00 ,189
188,Millville,2017,215672900.00 ,826.00 ,261105.00 ,4206.00 ,
189,Milton,2009,3765507200.00 ,7111.00 ,529533.00 ,6217.00 ,43
189,Milton,2010,3691892700.00 ,7113.00 ,519035.00 ,6929.00 ,37
189,Milton,2011,3608195300.00 ,7116.00 ,507054.00 ,7134.00 ,38
189,Milton,2012,3634448600.00 ,7124.00 ,510170.00 ,7321.00 ,39
189,Milton,2013,3626448300.00 ,7135.00 ,508262.00 ,7471.00 ,40
189,Milton,2014,3685470800.00 ,7138.00 ,516317.00 ,7740.00 ,39
189,Milton,2015,4034957900.00 ,7138.00 ,565278.00 ,7880.00 ,40
189,Milton,2016,4318920600.00 ,7150.00 ,604045.00 ,8155.00 ,40
189,Milton,2017,4475118500.00 ,7160.00 ,625017.00 ,8475.00 ,
190,Monroe,2009,5537000.00 ,65.00 ,85185.00 ,1165.00 ,334
190,Monroe,2010,5558800.00 ,64.00 ,86856.00 ,1113.00 ,335
190,Monroe,2011,5558800.00 ,64.00 ,86856.00 ,1112.00 ,336
190,Monroe,2012,6292300.00 ,66.00 ,95338.00 ,1158.00 ,336
190,Monroe,2013,6292300.00 ,66.00 ,95338.00 ,1276.00 ,337
190,Monroe,2014,6301200.00 ,66.00 ,95473.00 ,1205.00 ,336
190,Monroe,2015,6122200.00 ,65.00 ,94188.00 ,1168.00 ,337
190,Monroe,2016,6195900.00 ,66.00 ,93877.00 ,1118.00 ,337
190,Monroe,2017,6228600.00 ,66.00 ,94373.00 ,1167.00 ,
191,Monson,2009,637788800.00 ,2615.00 ,243896.00 ,3076.00 ,236
191,Monson,2010,617039850.00 ,2617.00 ,235781.00 ,3171.00 ,233
191,Monson,2011,578720350.00 ,2616.00 ,221223.00 ,3192.00 ,244
191,Monson,2012,566796570.00 ,2616.00 ,216665.00 ,3241.00 ,245
191,Monson,2013,580918290.00 ,2624.00 ,221387.00 ,3347.00 ,245
191,Monson,2014,558142705.00 ,2623.00 ,212788.00 ,3447.00 ,246
191,Monson,2015,560700935.00 ,2626.00 ,213519.00 ,3559.00 ,244
191,Monson,2016,563662035.00 ,2630.00 ,214320.00 ,3669.00 ,244
191,Monson,2017,562450635.00 ,2630.00 ,213860.00 ,3723.00 ,
192,Montague,2009,384016000.00 ,2006.00 ,191434.00 ,2736.00 ,272
192,Montague,2010,399600300.00 ,2050.00 ,194927.00 ,2770.00 ,282
192,Montague,2011,388415600.00 ,2031.00 ,191244.00 ,2922.00 ,272
192,Montague,2012,381475200.00 ,2034.00 ,187549.00 ,2995.00 ,274
192,Montague,2013,372050800.00 ,2029.00 ,183367.00 ,3125.00 ,263
192,Montague,2014,368841000.00 ,2018.00 ,182776.00 ,2987.00 ,300
192,Montague,2015,367830000.00 ,2021.00 ,182004.00 ,3087.00 ,295
192,Montague,2016,368597800.00 ,2027.00 ,181844.00 ,3202.00 ,297
192,Montague,2017,393441000.00 ,2038.00 ,193053.00 ,3218.00 ,
193,Monterey,2009,365586200.00 ,716.00 ,510595.00 ,2660.00 ,282
193,Monterey,2010,369531700.00 ,712.00 ,519005.00 ,2777.00 ,281
193,Monterey,2011,373041300.00 ,714.00 ,522467.00 ,2759.00 ,297
193,Monterey,2012,378734200.00 ,714.00 ,530440.00 ,2795.00 ,297
193,Monterey,2013,380191000.00 ,715.00 ,531736.00 ,2972.00 ,289
193,Monterey,2014,382160400.00 ,716.00 ,533744.00 ,3245.00 ,266
193,Monterey,2015,383524200.00 ,720.00 ,532673.00 ,3153.00 ,291
193,Monterey,2016,386628200.00 ,723.00 ,534755.00 ,3342.00 ,281
193,Monterey,2017,388242200.00 ,723.00 ,536988.00 ,3920.00 ,
194,Montgomery,2009,76590800.00 ,314.00 ,243920.00 ,3220.00 ,214
194,Montgomery,2010,77631600.00 ,318.00 ,244125.00 ,3213.00 ,230
194,Montgomery,2011,79038400.00 ,319.00 ,247769.00 ,3422.00 ,219
194,Montgomery,2012,79220000.00 ,325.00 ,243754.00 ,3508.00 ,223
194,Montgomery,2013,83656000.00 ,325.00 ,257403.00 ,3606.00 ,223
194,Montgomery,2014,83169500.00 ,324.00 ,256696.00 ,3645.00 ,229
194,Montgomery,2015,83979700.00 ,325.00 ,258399.00 ,3713.00 ,236
194,Montgomery,2016,84006600.00 ,325.00 ,258482.00 ,3668.00 ,245
194,Montgomery,2017,84620100.00 ,328.00 ,257988.00 ,3558.00 ,
195,Mount Washington,2009,52848300.00 ,146.00 ,361975.00 ,2070.00 ,320
195,Mount Washington,2010,46883000.00 ,146.00 ,321116.00 ,2129.00 ,322
195,Mount Washington,2011,61813800.00 ,146.00 ,423382.00 ,2269.00 ,322
195,Mount Washington,2012,62035700.00 ,146.00 ,424902.00 ,2401.00 ,318
195,Mount Washington,2013,62944900.00 ,148.00 ,425303.00 ,2484.00 ,317
195,Mount Washington,2014,62418400.00 ,148.00 ,421746.00 ,2387.00 ,325
195,Mount Washington,2015,62556600.00 ,147.00 ,425555.00 ,2438.00 ,324
195,Mount Washington,2016,61937800.00 ,147.00 ,421346.00 ,2545.00 ,323
195,Mount Washington,2017,64240600.00 ,150.00 ,428271.00 ,2668.00 ,
196,Nahant,2009,685948900.00 ,1122.00 ,611363.00 ,5215.00 ,63
196,Nahant,2010,630298000.00 ,1125.00 ,560265.00 ,5278.00 ,66
196,Nahant,2011,606586500.00 ,1125.00 ,539188.00 ,5392.00 ,71
196,Nahant,2012,591880500.00 ,1127.00 ,525182.00 ,5541.00 ,75
196,Nahant,2013,595133500.00 ,1127.00 ,528069.00 ,5671.00 ,77
196,Nahant,2014,593601500.00 ,1125.00 ,527646.00 ,5820.00 ,78
196,Nahant,2015,615037300.00 ,1127.00 ,545730.00 ,5959.00 ,81
196,Nahant,2016,658031800.00 ,1126.00 ,584398.00 ,6148.00 ,81
196,Nahant,2017,676763200.00 ,1126.00 ,601033.00 ,6293.00 ,
197,Nantucket,2009,,,,,
197,Nantucket,2010,,,,,
197,Nantucket,2011,,,,,
197,Nantucket,2012,,,,,
197,Nantucket,2013,,,,,
197,Nantucket,2014,,,,,
197,Nantucket,2015,,,,,
197,Nantucket,2016,,,,,
197,Nantucket,2017,,,,,
198,Natick,2009,3980497800.00 ,8451.00 ,471009.00 ,5223.00 ,62
198,Natick,2010,3828720700.00 ,8459.00 ,452621.00 ,5282.00 ,65
198,Natick,2011,3735204600.00 ,8463.00 ,441357.00 ,5561.00 ,62
198,Natick,2012,3665889700.00 ,8478.00 ,432400.00 ,6015.00 ,57
198,Natick,2013,3676320700.00 ,8481.00 ,433477.00 ,6216.00 ,58
198,Natick,2014,3862863400.00 ,8481.00 ,455473.00 ,6459.00 ,56
198,Natick,2015,4067880400.00 ,8479.00 ,479759.00 ,6630.00 ,59
198,Natick,2016,4305760000.00 ,8508.00 ,506084.00 ,6868.00 ,61
198,Natick,2017,4510662800.00 ,8517.00 ,529607.00 ,7144.00 ,
199,Needham,2009,5784137300.00 ,8341.00 ,693458.00 ,6907.00 ,34
199,Needham,2010,5839958600.00 ,8334.00 ,700739.00 ,7379.00 ,31
199,Needham,2011,5910589800.00 ,8346.00 ,708194.00 ,7719.00 ,29
199,Needham,2012,6158330400.00 ,8351.00 ,737436.00 ,8075.00 ,27
199,Needham,2013,6221014000.00 ,8353.00 ,744764.00 ,8416.00 ,27
199,Needham,2014,6298268200.00 ,8364.00 ,753021.00 ,8765.00 ,26
199,Needham,2015,6851945000.00 ,8372.00 ,818436.00 ,9240.00 ,24
199,Needham,2016,6960368800.00 ,8378.00 ,830791.00 ,9587.00 ,25
199,Needham,2017,7072831400.00 ,8381.00 ,843913.00 ,10034.00 ,
200,New Ashford,2009,20128700.00 ,83.00 ,242514.00 ,1688.00 ,330
200,New Ashford,2010,21791700.00 ,84.00 ,259425.00 ,1774.00 ,329
200,New Ashford,2011,22086500.00 ,84.00 ,262935.00 ,1914.00 ,330
200,New Ashford,2012,21903900.00 ,84.00 ,260761.00 ,2305.00 ,325
200,New Ashford,2013,22044400.00 ,84.00 ,262433.00 ,2404.00 ,322
200,New Ashford,2014,22090200.00 ,84.00 ,262979.00 ,2156.00 ,331
200,New Ashford,2015,22832300.00 ,85.00 ,268615.00 ,2122.00 ,332
200,New Ashford,2016,23355900.00 ,86.00 ,271580.00 ,2135.00 ,332
200,New Ashford,2017,23553500.00 ,86.00 ,273878.00 ,2279.00 ,
201,New Bedford,2009,2954647000.00 ,12271.00 ,240783.00 ,2757.00 ,269
201,New Bedford,2010,2902138200.00 ,12300.00 ,235946.00 ,2838.00 ,270
201,New Bedford,2011,2644105000.00 ,12332.00 ,214410.00 ,2762.00 ,296
201,New Bedford,2012,2479568800.00 ,12359.00 ,200629.00 ,2761.00 ,299
201,New Bedford,2013,2387028940.00 ,12378.00 ,192844.00 ,2763.00 ,306
201,New Bedford,2014,2272247150.00 ,12396.00 ,183305.00 ,2779.00 ,310
201,New Bedford,2015,2303523780.00 ,12418.00 ,185499.00 ,2918.00 ,308
201,New Bedford,2016,2358001400.00 ,12429.00 ,189718.00 ,3128.00 ,305
201,New Bedford,2017,2485173700.00 ,12466.00 ,199356.00 ,3327.00 ,
202,New Braintree,2009,82638400.00 ,303.00 ,272734.00 ,3600.00 ,166
202,New Braintree,2010,81175700.00 ,302.00 ,268794.00 ,3758.00 ,165
202,New Braintree,2011,75382300.00 ,300.00 ,251274.00 ,3880.00 ,167
202,New Braintree,2012,73412200.00 ,299.00 ,245526.00 ,3919.00 ,173
202,New Braintree,2013,76364900.00 ,299.00 ,255401.00 ,4069.00 ,172
202,New Braintree,2014,75501300.00 ,297.00 ,254213.00 ,4154.00 ,176
202,New Braintree,2015,75251900.00 ,297.00 ,253373.00 ,4115.00 ,192
202,New Braintree,2016,72269400.00 ,296.00 ,244153.00 ,4248.00 ,193
202,New Braintree,2017,71226600.00 ,297.00 ,239820.00 ,4331.00 ,
203,New Marlborough,2009,354316570.00 ,884.00 ,400811.00 ,2914.00 ,252
203,New Marlborough,2010,345828200.00 ,890.00 ,388571.00 ,2980.00 ,255
203,New Marlborough,2011,311400800.00 ,853.00 ,365065.00 ,3092.00 ,253
203,New Marlborough,2012,312497100.00 ,857.00 ,364641.00 ,3198.00 ,248
203,New Marlborough,2013,324774800.00 ,859.00 ,378085.00 ,3391.00 ,242
203,New Marlborough,2014,332523500.00 ,862.00 ,385758.00 ,3534.00 ,239
203,New Marlborough,2015,329995700.00 ,862.00 ,382826.00 ,3614.00 ,240
203,New Marlborough,2016,336240900.00 ,862.00 ,390071.00 ,3745.00 ,241
203,New Marlborough,2017,342734800.00 ,863.00 ,397143.00 ,3892.00 ,
204,New Salem,2009,102120600.00 ,429.00 ,238043.00 ,2849.00 ,261
204,New Salem,2010,103144300.00 ,431.00 ,239314.00 ,2944.00 ,259
204,New Salem,2011,100180800.00 ,433.00 ,231364.00 ,3054.00 ,255
204,New Salem,2012,100187300.00 ,434.00 ,230846.00 ,3093.00 ,259
204,New Salem,2013,89162000.00 ,436.00 ,204500.00 ,3149.00 ,259
204,New Salem,2014,89562400.00 ,438.00 ,204480.00 ,3296.00 ,257
204,New Salem,2015,89800400.00 ,437.00 ,205493.00 ,3387.00 ,258
204,New Salem,2016,87292900.00 ,436.00 ,200213.00 ,3450.00 ,267
204,New Salem,2017,82906678.00 ,416.00 ,199295.00 ,3573.00 ,
205,Newbury,2009,1058970500.00 ,2308.00 ,458826.00 ,4203.00 ,118
205,Newbury,2010,1066562400.00 ,2313.00 ,461116.00 ,4390.00 ,114
205,Newbury,2011,1007303000.00 ,2317.00 ,434744.00 ,4426.00 ,119
205,Newbury,2012,938062100.00 ,2320.00 ,404337.00 ,4476.00 ,133
205,Newbury,2013,932856900.00 ,2327.00 ,400884.00 ,4570.00 ,133
205,Newbury,2014,966331000.00 ,2331.00 ,414556.00 ,4693.00 ,132
205,Newbury,2015,982581000.00 ,2332.00 ,421347.00 ,4854.00 ,137
205,Newbury,2016,1036561600.00 ,2339.00 ,443164.00 ,5052.00 ,135
205,Newbury,2017,1129400900.00 ,2356.00 ,479372.00 ,5086.00 ,
206,Newburyport,2009,2001881800.00 ,4272.00 ,468605.00 ,5122.00 ,68
206,Newburyport,2010,1926683600.00 ,4271.00 ,451108.00 ,5260.00 ,69
206,Newburyport,2011,1951764200.00 ,4275.00 ,456553.00 ,5511.00 ,65
206,Newburyport,2012,1904677000.00 ,4278.00 ,445226.00 ,5699.00 ,69
206,Newburyport,2013,1887637100.00 ,4307.00 ,438272.00 ,5838.00 ,68
206,Newburyport,2014,1926304800.00 ,4314.00 ,446524.00 ,6323.00 ,61
206,Newburyport,2015,2168138300.00 ,4321.00 ,501768.00 ,6694.00 ,56
206,Newburyport,2016,2252667900.00 ,4328.00 ,520487.00 ,6969.00 ,56
206,Newburyport,2017,2342827300.00 ,4336.00 ,540320.00 ,7267.00 ,
207,Newton,2009,13666831100.00 ,16924.00 ,807541.00 ,8043.00 ,20
207,Newton,2010,13529960400.00 ,16929.00 ,799218.00 ,8320.00 ,21
207,Newton,2011,13349732300.00 ,16936.00 ,788246.00 ,8592.00 ,21
207,Newton,2012,13517337500.00 ,16946.00 ,797671.00 ,8910.00 ,20
207,Newton,2013,13666453000.00 ,16961.00 ,805758.00 ,9258.00 ,18
207,Newton,2014,13869581400.00 ,16968.00 ,817396.00 ,9907.00 ,15
207,Newton,2015,14744099700.00 ,16964.00 ,869141.00 ,10091.00 ,16
207,Newton,2016,16000210600.00 ,16972.00 ,942742.00 ,10728.00 ,15
207,Newton,2017,17303308000.00 ,16959.00 ,1020302.00 ,11346.00 ,
208,Norfolk,2009,1262962000.00 ,2874.00 ,439444.00 ,6095.00 ,47
208,Norfolk,2010,1281045100.00 ,2879.00 ,444962.00 ,6261.00 ,47
208,Norfolk,2011,1224054600.00 ,2892.00 ,423255.00 ,6391.00 ,47
208,Norfolk,2012,1223008100.00 ,2908.00 ,420567.00 ,6927.00 ,43
208,Norfolk,2013,1227487400.00 ,2921.00 ,420228.00 ,7186.00 ,43
208,Norfolk,2014,1242300500.00 ,2939.00 ,422695.00 ,7368.00 ,43
208,Norfolk,2015,1279496200.00 ,2972.00 ,430517.00 ,7603.00 ,43
208,Norfolk,2016,1320707550.00 ,3005.00 ,439503.00 ,7946.00 ,43
208,Norfolk,2017,1369443850.00 ,3045.00 ,449735.00 ,8194.00 ,
209,North Adams,2009,379946300.00 ,2627.00 ,144631.00 ,1694.00 ,329
209,North Adams,2010,365333700.00 ,2629.00 ,138963.00 ,1729.00 ,330
209,North Adams,2011,357179500.00 ,2637.00 ,135449.00 ,1896.00 ,331
209,North Adams,2012,357456000.00 ,2638.00 ,135503.00 ,2008.00 ,330
209,North Adams,2013,356454900.00 ,2634.00 ,135328.00 ,2071.00 ,330
209,North Adams,2014,357376200.00 ,2631.00 ,135833.00 ,2162.00 ,330
209,North Adams,2015,359129500.00 ,2635.00 ,136292.00 ,2275.00 ,329
209,North Adams,2016,354588900.00 ,2636.00 ,134518.00 ,2339.00 ,329
209,North Adams,2017,361219800.00 ,2639.00 ,136878.00 ,2419.00 ,
210,North Andover,2009,3090604900.00 ,6164.00 ,501396.00 ,5896.00 ,49
210,North Andover,2010,2895211700.00 ,6173.00 ,469012.00 ,5975.00 ,50
210,North Andover,2011,2816602100.00 ,6181.00 ,455687.00 ,6161.00 ,49
210,North Andover,2012,2827604000.00 ,6198.00 ,456212.00 ,6350.00 ,50
